title	rate	director	actor	category	showtime	length	box office	award	description
独自等待	8.1	伍仕贤	夏雨/李冰冰/龚蓓苾/高旗/吴超/高亚麟/涂松岩/伍仕贤/李丽虹/袁泉/周润发/陈羽凡/葛存壮/英达/吴大维	剧情/喜剧/爱情	2005	107	203	0	年轻的陈文（夏雨饰）是一个古董店的小老板，他与一班好友怀揣梦想，等待着真爱的到来。一次陈文偶遇三流小演员刘荣（李冰冰饰），这名完全符合他理想爱人形象的女子一下子击中了他的心。在好友们（高旗、吴超、高亚麟等饰）的百般怂恿和所谓恋爱专家的调教下，陈文决定放手一搏，使出五花八门的求爱手段，结果闹得不可收拾。就当陈文热切追求刘荣的时候，古董店合伙人的妹妹也是多年玩伴的李静（龚蓓苾饰），却从高中时起就暗中喜欢陈文，保留着陈文送给她的每一样小礼物。然而盲目追求的陈文只把李静当哥们儿，对她的多年付出视而不见……她会从他身边溜走吗？
英雄本色2	8.1	吴宇森	狄龙/张国荣/周润发/石天/关山/朱宝意/曾江/成奎安/吴孟达/王正方	剧情/动作/犯罪	1987	105	2272	0	第一部中，小马哥（周润发 饰）死在乱枪之下，宋子豪（狄龙 饰）和弟弟宋子杰（张国荣 饰）冰释前嫌，英雄的故事还在继续。/                                    /                                　　警方怀疑宋子豪的恩师龙四（石天 饰）利用船厂做掩护，暗中操纵伪钞集团，派宋子杰去接近龙四的女儿小辉，做卧底，宋子豪为了弟弟的安全，不得不假释出狱，协助警方调查。/                                    /                                　　其实，龙四对手下的犯罪行为并不知情，他被亲信高英培陷害，不得不逃亡纽约，女儿的被害，使他精神失常，在小马哥弟弟阿健（周润发 饰）的帮助和保护下，才渐渐恢复神智。出于道义，阿健放弃了经营多年的餐厅，同龙四共同返港。/                                    /                                　　香港这边，宋氏兄弟几近艰险终于获得了高英培的信任，掌握了伪钞集团的犯罪证据，和阿健、龙四会和后，四人策划了火爆的复仇行动，也付出了鲜血甚至性命的代价。
三生三世十里桃花	4.2	赵小丁 / 安东尼·拉默里纳拉	刘亦菲/杨洋/罗晋/严屹宽/李纯/顾璇/陈佩斯/彭子苏/张贺茗/王羽铮/塔拉	爱情/奇幻	2017	109	53454	0	天族战神墨渊（杨洋 饰）镇压鬼君擎苍（严宽 饰）于无妄海，魂飞魄散，仙体冰封于青丘炎华洞内。青丘帝姬白浅（刘亦菲 饰）同天族太子夜华（杨洋 饰）早有婚约，二人却一直未曾相见。直至东海盛宴，夜华发现白浅竟然同亡妻素素（刘亦菲 饰）相貌一样，就势住进白浅的青丘，放下太子身段，为求解开白浅与素素之谜。夜华侧妃素锦（李纯 饰）生妒，暗中协助鬼族王后玄女（顾璇 饰）抢走墨渊仙体。白浅一怒之下血战鬼族大紫明宫，身负重伤，终被夜华救下。白浅跟随夜华来到九重天，通过天族圣器结魄灯恢复记忆，回想起身为素素一世之时所受伤害，不能原谅夜华。陷害白浅的素锦受到责罚，发配至无妄海，由妒生恨，终至疯狂，利用夜华之子小天孙阿离（彭子苏 饰）之血释放出被墨渊封印的鬼君擎苍。夜华为维护四海八荒，以元神生祭东皇钟，将擎苍封印。世事轮回，万般纠葛不过一个爱字。命运轮回，夜华与白浅究竟何去...
画皮	6.5	陈嘉上 / 钱永强	甄子丹/周迅/陈坤/赵薇/孙俪/戚玉武/晋松/梁家豪/柳岩/肖聪/叶尔江·马合甫什/谭安业/张灏/闻洋/赵长洲/李奇龙/曲大雷/向恬冉/韩振华/金粮/戴小轶/陈敏渝/王巧玉	剧情/动作/惊悚	2008	103	20470	2	根据中国古典名著《聊斋志异》改编。/                                    /                                　　秦汉年间，都尉王生（陈坤 饰）率王家军在西域苦战，并救回一女子小唯（周迅 饰）。王生并没有看到在他到来之前，小唯刚刚吞食完人心以保持人形。九霄美狐小唯对王生一见钟情，跟随他回家后以妹妹自居，眼看王生与佩容（赵薇 饰）夫妻情深，暗地里想取代佩容地位成为王生妻子。深爱着小唯且一直为她杀人取心的蜥蜴精小易几度向小唯表白，却被小唯怒吼而走。/                                    /                                　　城里越来越多的人死于心脏被挖，王生誓要查个水落石出，佩容已经觉得小唯异于常人且对丈夫有意。碍于王生对小唯的一片信任，她唯有去寻求当年负气出走的旧情人庞勇（甄子丹 饰）帮忙，而降魔者夏冰出于天命亦自告奋勇去除妖。/                                    /                                　　佩容所作一切但求王生安好，王生心痛佩容不相信自己，小唯委曲求全希冀得到爱情，庞勇和夏冰已蓄势待发。
叶问	7.5	叶伟信	甄子丹/任达华/熊黛林/池内博之/林家栋/樊少皇/释彦能/黄又南/杜宇航	剧情/动作/传记/历史	2008	106	8487	4	1930年代，中国武术之都佛山。/                                        /                                    　　这日，武功了得的北方武师金山找（樊少皇 饰）率众来佛山踢馆，各大武馆馆主皆成他手下败将之后，他找上习得一身武艺却为人低调未设馆授徒的叶问（甄子丹 饰）。在巡警李钊（林家栋 饰）、好友武痴林（行宇 饰）等乡邻的请求及妻子张永成（熊黛林 饰 ）的鼓励下，叶问用咏春拳以柔克刚将金山找制服，确立在佛山的大师傅地位，李钊更私下将他视作师父。之前叶问挚友周清泉（任达华 饰）有心拉他合开纺织厂，但怕与爱妻及爱子分开的他只在资金上将周支持。/                                        /                                    　　几年之后，侵华日军将佛山攻占，叶问同幸存下的乡邻一样，被迫携妻儿移居废屋。生计面前，叶问混在人群争抢去煤矿做苦力的机会，李钊则成为日军翻译官。日军将领三蒲（池内博之 饰）是名武痴，他以一袋白米作奖赏，派李钊四处搜寻能打国人在打斗场上与日军切磋，多名昔日武馆馆主及武痴林因此惨死。这将叶问激怒，他走...
撒娇女人最好命	5.8	彭浩翔	周迅/黄晓明/隋棠/谢依霖/康晋荣	喜剧/爱情	2014	95	23048	0	女汉子张慧（周迅饰）从大学时期起就暗恋同学蠢萌宅男龚志强（黄晓明饰），可惜龚志强一直都把她当哥们儿，而且还坚持在事业有成之前保持单身，张慧只好就默默等待着。一次出差，志强邂逅了台湾软妹蓓蓓（隋棠饰），在蓓蓓的撒娇攻势下志强缴械投降，两人瞬间爱的天雷勾地火。张慧得知情况后大受打击，好在闺蜜——号称上海撒娇女王的阮美（谢依霖饰）出手相救，还找来了长江以南最强撒娇天团相助，誓要教张慧训练为撒娇达人，夺回真爱。一场腥风血雨的男神争夺战势在必行，究竟鹿死谁手？/                                    /                                　　本片改编自罗曼夫的畅销情感书籍《会撒娇的女人最好命》。
西游记之孙悟空三打白骨精	5.7	郑保瑞	郭富城/巩俐/冯绍峰/小沈阳/罗仲谦/费翔/陈慧琳/阿旺仁青/彭宇/程东/刘楚恬/余辛/魏璐/齐浠儿/母其弥雅/张籽沐	喜剧/动作/奇幻	2016	120	120100	0	影片讲述了师徒四人在西行的路上，白骨精（巩俐 饰）为夺唐僧（冯绍峰 饰）而巧设圈套，被孙悟空（郭富城 饰）识破，屡次受挫。唐僧却误会孙悟空滥杀无辜，将其逐出师门。白骨精趁虚而入，掳走唐僧。悟空闻讯前往营救，彻底击溃白骨精。师徒冰释前嫌，重新上路。
新警察故事	7.2	陈木胜	成龙/谢霆锋/杨采妮/蔡卓妍/吴彦祖/安志杰/尹子维/王杰/于荣光/叶山豪/蒋怡/伍允龙/孙淳	剧情/动作/惊悚/犯罪	2004	123	2103	"1,2,3"	陈国荣（成龙 饰）的所在那一组警察是警队精英，破案无数。阿祖（吴彦祖 饰）是总警师的儿子，却勾结了几个高官子弟( 蒋怡丶尹子维丶安志杰丶叶山豪)挑战警方。他们到银行抢劫，警钟敲响警察赶到时，就把阿荣及队员带进了一个早已设计好的空旷仓库里。警员都陷进了匪徒早已设计好的游戏程序里，残忍的被杀害，连阿荣女朋友可颐 （杨采妮 饰）的弟弟也被无法幸免。阿荣就此被停职，出于内疚也跟可颐分手了。 终日喝得烂醉的阿荣在酒吧遇到了阿锋（谢霆锋 饰），阿锋为了使阿荣振作起来，决定假扮警察告诉阿荣自己是上司派来要求得到阿荣协助翻案的新警员。 阿荣又遇到那群狠狠打击他的罪犯，与他们斗志斗勇，在警花莎莎（蔡卓妍 饰）的协助下知道匪徒当年的事件被编成了一部游戏，同时也知道了当年为何情报被泄漏的原因。
2046	7.4	王家卫	梁朝伟/章子怡/王菲/木村拓哉/巩俐/刘嘉玲/张震/张曼玉/董洁/ThongchaiMcIntyre/萧炳林/吴廷烨/张睿羚	剧情/爱情/科幻/奇幻	2004	129	603	4	1966年，从新加坡返回香港想忘掉过去的周慕云（梁朝伟 饰）住进东方酒店的、同他曾经熟悉的数字2046只差一号的2047号房，开始了他的卖文生涯。眼前、曾经在他身边出现过的一个个女人（章子怡、王菲、张曼玉、刘嘉玲等 饰）经过他大脑的过影后，令他对时空产生疑惑，不但忘不了过去，一幕幕往事反而更加挥之不去。/                                    /                                　　为了与过去作更好的告别，他将生活的点点滴滴化为文字，写下小说《2046》（说只要搭上了前往2046的列车，人们就可以找回失去的记忆）。
疯狂的赛车	7.9	宁浩	黄渤/戎祥/九孔/徐峥/王双宝/巴多/董立范/高捷/马少骅	喜剧/动作/冒险	2009	104	10459	0	在一次全国自行车锦标赛上，倒霉的职业车手耿浩（黄渤 饰）以0.01秒的微弱差距败给撞到狗屎运的对手，屈居亚军，随后他又遭奸商李法拉（九孔 饰）算计，因药检呈阳性而被终身禁赛，他的教练（马少骅 饰）因此气倒。/                                    /                                　　多年后，耿浩靠开车运送水产为生，养活中风的教练，而当年的骗子李法拉则依靠其推销的补品“肾白银”大发其财。李嫌弃彪悍魁梧的老婆，因此雇用两个业余杀手（王双宝 & 巴多 饰）杀妻，结果杀手反被老婆买通；耿浩的教练急火攻心，一命呜呼，耿浩遵照师傅遗愿前去找李法拉讨说法，谁知反中了李的奸计；东海（戎祥 饰）所率领的台湾黑帮来到内地和泰国毒贩（Worapoj Thuantanon 饰）做生意，但耿浩和李法拉的争执引来了警车，也搅了他们的好事。原本不相干的几组人马，由于偶然的机缘而上演了连串好戏……
万物生长	5.8	李玉	范冰冰/韩庚/齐溪/沈婷婷/沙溢/杨迪/张博宇/赵一维/吴莫愁/雷恪生/李梦/吕行	喜剧/爱情	2015	105	14831	0	故事发生在20世纪90年代，医科大学生秋水（韩庚 饰）和宿舍好友厚朴（张博宇 饰）、黄芪（杨迪 饰）、辛夷（赵一维 饰）在插科打诨、学习玩乐的过程中，靠写武侠小说赚取零花。他曾有过一段刻骨铭心的初恋，而今则和极度自律的女孩白露（齐溪 饰）享受着校园爱情。意外的邂逅让他结识了充满成熟气息的美人柳青（范冰冰 饰），接下来的一系列事件则让柳青闯入了秋水的人生。他有意无意隐藏着和白露正在交往的事实，另一边则与柳青在暧昧中欢声笑语。青春有甜蜜，青春有懊悔，正因为无法重来一遍，才让每一次的喜怒哀乐都那么刻骨铭心且永生难忘……/                                    /                                　　本片根据冯唐的小说改编。
小时代3：刺金时代	4.3	郭敬明	杨幂/柯震东/郭采洁/陈学冬/郭碧婷/谢依霖/李贤宰/锦荣/任言恺/王琳/姜潮/商侃/杜天皓	剧情/喜剧/爱情	2014	126	52156	0	林萧（杨幂 饰）、顾里（郭采洁 饰）、南湘（郭碧婷 饰）、唐宛如（谢依霖 饰）四个从小一起长大的好姐妹大学毕业进入职场，开始了新的旅程。/                                        /                                    　　原本离开了姐妹们，准备和堕落的男友席城（姜潮 饰）离开上海的南湘重新回归到姐妹们身边。顾里率领众人搬进了新的别墅，大家继续着同一屋檐下的乌托邦生活。林萧、顾里陪同宫洺（锦荣 饰）参加罗马的时尚活动，还叫上了南湘和唐宛如，又在罗马遇上了顾里的混血表弟Neil（李贤宰 饰）。然而当林萧回到上海，却接到了男友崇光（陈学冬 饰）癌症复发不幸去世的噩耗。/                                        /                                    　　几个月后，终于振作起来重新开始新生活的林萧却遇到了一个总是让她莫名想起崇光的外国模特陆烧（陈学冬 饰）。与此同时，顾里从未见过面的亲生弟弟顾准（任佑明 饰）突然出现，手握顾家20%的隐藏股份，他告诉顾里M.E有一个巨大的财务漏洞，姐弟两人联手想要夺回被M.E收购的盛古公司。...
旺角卡门	7.6	王家卫	刘德华/张学友/张曼玉/万梓良/林蛟/黄斌/陈志辉/王剑风/江道海/张叔平	剧情/爱情/犯罪	1988	102	1153	4	香港九龙区旺角混混阿杰（刘德华）做事利落重情义，颇有老大风范，为了照顾做事冲动又好面子的小弟乌蝇（张学友），他不停地在各种大小麻烦中周旋，甚至不惜为乌蝇与黑道狠角色（万梓良）结仇。/                                    /                                　　阿杰表妹阿娥（张曼玉）前来旺角看病暂住他家，两人慢慢互生情愫，但因为担心自己的身份最终会给阿娥带来伤害，阿杰选择了将心事埋藏。待阿杰明白真情抑压不住想对命运做番抵抗时，乌蝇却再次因好面子面临生命危险，于是一道友情与爱情必选其一的难题重又摆在阿杰面前。
小时代4：灵魂尽头	4.6	郭敬明	杨幂/郭采洁/陈学冬/郭碧婷/谢依霖/李贤宰/锦荣/任言恺/姜潮/王琳/商侃	喜剧/爱情	2015	116	48842	0	时间指向2015年，林萧（杨幂 饰）和陆烧（陈学冬 饰）在焰火盛放的外滩拥吻。这则花边新闻直接影响M.E.的经营，叶传萍（王琳 饰）强势入主，宫洺（锦荣 饰）形同傀儡，他对林萧的情感不易察觉，同时似乎也没有注意到南湘（郭碧婷 饰）的脉脉含情。叶传萍盛气凌人，质问顾里（郭采洁 饰）盛古亏空四个亿的情况，却始终没有攻破顾里的防线。与此同时，深陷财务危机的顾里被诊断患有子宫癌，精神和肉体的打击让这个倔强的女孩濒临崩溃。走入社会，进入职场，林萧、顾里、南湘、唐宛如（谢依霖 饰）、顾准（任言恺 饰）、Neil（李贤宰 饰）等好朋友被卷入充满尔虞我诈的漩涡之中，她们的友情和爱情也将承受前所未有的考验……/                                    /                                　　本片根据郭敬明的同名原作改编。
小时代2：青木时代	4.9	郭敬明	杨幂/柯震东/郭采洁/凤小岳/郭碧婷/谢依霖/陈学冬/王琳/李悦铭/商侃/姜潮/杜天皓/杨菲洋/丁巧唯	剧情/喜剧/爱情	2013	116	29629	0	大学毕业将至，林萧（杨幂 饰）、南湘（郭碧婷 饰）和唐宛如（谢依霖 饰）这三个好朋友紧张备战考试，而顾里（郭采洁 饰）早已修完所有学分，轻轻松松等待出国深造时刻的到来。在这个人生和心境都面临着巨大变革和震荡的时刻，很多事情开始发生改变。刚刚完成实习的林萧和简溪（李悦铭 饰）的恋情走向穷途末路；顾里一方面与顾源（柯震东 饰）各种冷战，而她和南湘的男朋友席城（姜潮 饰）的隐秘之事也被挑明。唐宛如与卫海（杜天皓 饰）有缘无分，在一厢情愿的过程中受尽屈辱。/                                    /                                　　看似情同手足、亲密无间的好姐妹，她们的关系在顾里的生日派对当天走向崩溃……
杀破狼	7.2	叶伟信	甄子丹/洪金宝/任达华/廖启智/吴京/洪天明/张智尧/夏韶声	剧情/动作/犯罪	2005	93	741	0	刘国忠（任达华 饰）是一个身患绝症的警察，他的前途暗淡无光，他接到任务要保护一个证人的女儿。督察马军（甄子丹 饰）是身手了得的武术家，一心要接替忠的位置。忠派去黑道大哥宝爷（洪金宝 饰）身边的卧底意外死亡，原因不明，忠怀疑是宝爷所为。于是把宝爷押送到警局盘问，苦于没有证 据，忠迫不得已开始捏造证据控告宝爷，全警局都深谙此道，只有军蒙在鼓里。/                                    /                                　　然而，证据神秘消失，宝爷走出警局时，扬言要杀掉忠的所有手下，果然他身边的冷血杀手Jack（吴京 饰）干掉了忠一帮下属，马军意外发现，忠的下属和宝爷之间原来还另有恩怨，马军怒火中烧，决定与宝爷和Jack决一死战。
非诚勿扰2	6.5	冯小刚	葛优/舒淇/孙红雷/姚晨/安以轩/邵兵/廖凡/邬逸聪/关晓彤/窦文涛/赵宝刚/乐嘉/张馨予/王希维/李晨	喜剧/爱情	2010	120	47159	0	《非诚勿扰2》豆瓣官方小站：http://site.douban.com/108514///                                　　在秦奋（葛优 饰）全然做好与笑笑（舒淇 饰）白头到老的准备之时，笑笑对秦奋的感情却仅仅止步于好感。在秦奋好友李香山（孙红雷 饰）和芒果（姚晨 饰）离婚典礼的启发下，秦奋与笑笑决定试婚。然而，好感毕竟不等同于爱情，共同生活期间，秦奋深沉的爱意 在笑笑那边却变成无形的压力， 两个最后只能分道扬镳。距离远了，感情似乎也就淡了，就在两人似乎已经忘记对方的时候，他们生活的轨迹又一次发生重合。老友李香山罹患重症，在他的人生告别会上，秦奋和笑笑再次相遇，在即将离世的老友点化下，笑笑似乎明白了婚姻的真谛……
龙门飞甲	6.7	徐克	李连杰/周迅/陈坤/李宇春/桂纶镁/范晓萱/樊少皇/杜奕衡/刘家辉/张馨予/盛鉴	动作/武侠/古装	2011	120	54031	0	明朝成化年间，朝纲腐败，奸邪当道。西厂东厂为宦官把持，混淆黑白，陷害忠良，朝野内外噤若寒蝉。时有赵怀安（李连杰 饰）等流亡剑客挺身而出，接连铲除东厂数名奸佞，致令阉贼胆战心惊。适值此时，风头正劲的西厂督主雨化田（陈坤 饰）出面干预。另一方面，宫女素慧容（范晓萱 饰）怀有身孕，绝命奔逃。被雨化田的爪牙追捕途中幸得神秘侠客凌雁秋（周迅 饰）相救。二人一路辗转逃往关外，来到曾经引起过腥风血雨的龙门客栈落脚。龙门客栈一如往昔，为凶险异常之所在。雨化田手下追赶至此，与先前而至的鞑靼商队剑拔弩张，关键时刻更有与雨化田长相极其相似的卜仓舟（陈坤 饰）与女侠客顾少棠（李宇春 饰）投宿客栈。不久，赵怀安一众也偷偷潜至龙门。/                                    /                                　　各方势力云集于此，新的正邪之战即将展开，更有天大的秘密即将揭开……
狄仁杰之神都龙王	6.5	徐克	赵又廷/冯绍峰/林更新/金汎/杨颖/刘嘉玲/胡东/马京京/盛鉴/林朝绪/陈坤/言杰/汪汐潮	动作/悬疑/犯罪/古装	2013	133	60077	0	唐朝麟德年间，唐高宗（盛鉴 饰）与武则天（刘嘉玲 饰）强硬派出大军远征，谁知舰队在大海中遇袭，遭到重挫。该事件震惊洛阳，都城百姓狂热祭拜龙王，缭乱众生的“花魁”银睿姬（杨颖 饰）更惹来各方势力觊觎。狄仁杰（赵又廷 饰）奉武后之命调查龙王一案，偏巧卷入绑架银睿姬的案件之中。在与劫匪搏杀过程中，狄仁杰遭遇亦敌亦友的大理寺卿尉迟真金（冯绍峰 饰），遂被对方投入大牢。银睿姬一案内龙王身影再现，使洛阳上空更添一道疑云。狱中狄仁杰凭借缜密推理博取回纥医工沙陀忠（林更新 饰）的信任，逃出大牢同查龙王真相。/                                    /                                　　两起案件错综复杂，相互纠缠，引向全然未知的方向……
毒战	7.2	杜琪峰	孙红雷/古天乐/黄奕/钟汉良/高云翔/李光洁/叶璇/甘婷婷/王思雅/林雪/林家栋/肖聪/王紫逸/成泰燊/卢海鹏/张兆辉/吴廷烨/姜皓文/李菁/郭涛/谭凯/郝平	剧情/动作/犯罪	2013	108	14695	0	刚刚结束一次危险任务的津海市缉毒大队队长张雷（孙红雷 饰），在医院意外见到因车祸入院治疗的香港人蔡添明（古天乐 饰），身经百战的张队迅速判定蔡与毒品勾当有关。通过对蔡的审讯得知，有一车来自粤江的冰毒当天抵达津海，即将和当地的贩毒分子哈哈哥交易，而蔡正是双方联络的中间人。为保住性命，蔡添明积极配合，协助张队伪装成粤江赫赫有名的大毒枭黎振标的侄子与哈哈碰头。随后缉毒大队一路南下，途经蔡在鄂州的毒品加工厂，并最终抵达粤江与黎振标交易。周旋在狡猾凶狠的犯罪分子中间，任是经验丰富的张队也必须步步为营，小心应对。/                                    /                                　　经过一番凶险的试探，双方终于迎来交易的最后时刻，但此时这盘杀机四伏的棋局也全然失去了控制……
十月围城	7.7	陈德森	甄子丹/王学圻/梁家辉/胡军/王柏杰/谢霆锋/李宇春/巴特尔/黎明/范冰冰/曾志伟/任达华/周韵/张涵予/张学友/李嘉欣/吕中	剧情/动作/历史	2009	139	27970	4	1905年，香港中环。革命志士惨遭暗杀。知悉孙中山（张涵予 饰）即将抵港，清廷遂派遣将军阎孝国（胡军 饰）前来剿杀。他收买赌徒沈重阳(甄子丹 饰)作密探。适逢商人李玉堂(王学圻 饰)之子李重光(王柏杰饰)考学庆典，沈重阳见前妻月茹(范冰冰 饰)与幼女已成他人家眷，黯然离去。为护孙，《中国日报》社长陈少白（梁家辉 饰）邀戏班班主（任达华饰）出手，令其惨遭灭门，其女方红(李宇春 饰)侥幸生还。陈少白被擒，与阎孝国相见，师生决裂。独子游行好友被擒等变故，使李玉堂投身革命，引得探长史密夫(曾志伟 饰)查封报馆。其间，李玉堂帮车夫阿四(谢霆锋 饰)与恋人阿纯（周韵 饰）订婚。月茹夜会沈重阳，要他弃暗投明。打女方红、小贩王复明(巴特尔 饰)、乞丐刘郁白(黎明 饰)等人也先后加入护孙行列。一场惊心动魄的全城追杀由此展开……/                                        /                                    　　本片投资1.5亿人民币，史上首度以 1：...
狄仁杰之通天帝国	6.4	徐克	刘德华/刘嘉玲/李冰冰/梁家辉/邓超/泰迪·罗宾/吴耀汉/姚橹/刘金山/马今	剧情/动作/悬疑/犯罪/古装	2010	123	28620	4	http://site.douban.com/108331/ 狄仁杰之通天帝国豆瓣小站/                                        /                                    　　武则天（刘嘉玲 饰）登基之前，修建了高达三百尺的通天浮屠。竣工之前，却先后发生命案：工部侍郎贾颐、大理寺卿薛勇（刘金山 饰）相继自焚而亡。监工沙陀（梁家辉 饰）称此二人因动通天柱之灵符而遭天谴。大理寺少卿裴东来（邓超 饰）、武后贴身侍卫上官静儿（李冰冰  饰）奉命调查，但国师陆离却指点此案需狄仁杰（刘德华 饰）查办。武后下旨，入狱八年的狄仁杰获释任钦差负责此案，却遭刺客袭击。所幸其早有防备，加之上官静儿陪护，得以脱身。狄仁杰排除了怀疑对象琅琊王李宵（姚鲁 饰），并拒绝了其对抗武后之约。狄仁杰发现，死者身中赤焰金龟之毒，遂带领裴东来、上官静儿夜访鬼市，希望从昔日太医汪驴口中获得真相，不想遭遇埋伏，疑似国师显身，杀手集结，令三人难以脱身。然而，一番缠斗之后，案情似乎有...
叶问3	6.3	叶伟信	甄子丹/迈克·泰森/张晋/熊黛林/谭耀文/吴千语/喻亢/郑则仕/梁家仁/张继聪/陈国坤/刘以达/宗菲/曹操/王实/崔璨/刘艺菲	剧情/动作/传记/历史	2016	105	77031	0	已在香港立足开馆的叶问（甄子丹 饰）与太太张永成（熊黛林 饰）平静地生活，不料小儿子叶正就读的小学发生了流氓滋扰事件，参与闹事的正是田傲山（梁家仁 饰）昔日的徒弟马鲸笙（谭耀文 饰）。于是叶问带领徒弟徐力（张继聪 饰）等人保护了黄老师（吴千语 饰）、校长（刘以达 饰）以及众小学生，并结识了同样是永春传人的车夫张天志（张晋 饰），二人惺惺相惜。可是事件却没有止步于此，马鲸笙的老板（迈克.泰森 饰）才是幕后黑手，探长肥波（郑则仕 饰）也卷入了其中，与此同时，张天志向叶问发起了谁是“正宗永春”的挑战，叶问该如何应战？
画皮2	5.9	乌尔善	周迅/赵薇/陈坤/冯绍峰/杨幂/费翔/陈廷嘉/鲁诺	动作/爱情/惊悚/奇幻	2012	135	70210	0	妖狐小唯（周迅 饰）因救人违反妖界规则，被封冻在寒冰地狱中度过了五百年，痛苦不堪。在命运面前，逃离冰窟的小唯只有两个选择：要么被寒冰地狱的冰舌抓回去，要么获得一颗“主动奉献”的人心真正成人。小唯四处寻找目标，直到偶遇逃婚并因一次意外被毁容的靖公主（赵薇 饰）。小唯很快发现，公主有一颗与众不同的心，她把变成人的理想全部寄托在公主身上。/                                        /                                    　　公主现身白城让曾经青梅竹马又极负罪恶感的霍心（陈坤 饰）惊讶不已。面对公主，他无法接受公主逃婚并准备和自己私奔的突如其来的现实。小唯发现靖公主与霍心微妙的心理状态，她的计划顺应诞生。她向靖公主灌输男人对女人的爱只不过是色欲之爱，以此暗示公主相貌的丑陋是霍心不敢接受公主爱情的唯一原因，并不惜用妖法迷惑霍心，当公主披着小唯的皮诱惑霍心，并初次体验到了肉体的欢娱时，她开始相信小唯所说的美丽的力量。/                                        /                                    　　此时，天狼国步步逼近意欲抢婚...
窃听风云	7.4	麦兆辉 / 庄文强	刘青云/古天乐/吴彦祖/张静初/方中信/王敏德/李子雄/陈伟霆	剧情/动作/惊悚	2009	100	8839	0	情报科窃听小组三兄弟情同手足，梁俊义（刘青云 饰）正直而又懦弱，在个人感情问题上托泥带水；杨真（古天乐 饰）家境窘困，不仅要应付身患白血病儿子的随时可能出现的突发情况，而且自己也病入膏肓，命不久矣；林一祥（吴彦祖 饰）年轻有为，满怀雄心，如今又“嫁入豪门”，前途不可限量。/                                    /                                　　三兄弟在负责调查上市公司“风华国际”涉嫌内幕交易案起始，通力合作，出色的完成了布置各种偷听及监视仪器的工作。在继续的监听过程中意外获得一则情报，巨额利润诱惑之下，三人遂起贪念，在风起云涌的股市大赚一笔。事后三人又恐事情败露，利用职务之便销毁罪证。/                                    /                                　　正当三人以为这件事平息之际，却不曾想风云再起，一只意想不到的黑手往他们袭来，三人陷入劫境，连遭杀戮，最终悲情收场。/                                    /                                　　“三大型男”挑战极限，两大班底（《无间道》、《门徒》）共同打造，一段悲情感人至深。
扫毒	7.2	陈木胜	刘青云/张家辉/古天乐/袁泉/卢海鹏/吴廷烨/林国斌/卢惠光/吴岱融/宝儿/马浴柯/释彦能/罗兰/李兆基/维他亚·潘斯林加姆	剧情/动作/悬疑/犯罪	2013	134	23790	0	从小一起长大的好兄弟马昊天（刘青云 饰）、张子伟（张家辉 饰）和 苏建秋（古天乐 饰）共同效力于警队扫毒科。在一次临时改变计划的行动后，建秋因为卧底身份不能与妻子（袁泉 饰）过正常生活而心生退意，但在阿天与子伟的劝说下，三人决定进行最后一搏。建秋跟着毒贩老大黑柴（林国斌 饰）前往泰国与毒贩Bobby（卢惠光 饰）进行对接，目的是见到行动的最大目标“八面佛”（卢海鹏 饰），阿天则和子伟以及同事阿益（吴廷烨 饰）进行跟进。由于泰国警方的配合不力导致建秋身份暴露，虽然建秋答应阿天继续把交易完成，但失败的导火索已经埋下。交易当天警方几乎全军覆没，危急之时阿天挟持了八面佛的女儿缅娜（宝儿 饰）准备逃命，八面佛承诺只要还回缅娜阿天可以带走建秋和子伟中的一个，没被选中的则要被推进鳄鱼池，面对抉择阿天及进退两难……
恶棍天使	4	俞白眉 / 邓超	邓超/孙俪/代乐乐/梁超/杨新鸣/王砚辉/许可嘉/赵曼竹/栾元晖/张鹭/王双宝	喜剧	2015	124	64958	0	查小刀（孙俪 饰）智商极高，但性格软弱怕事，莫非里（邓超 饰）不过是一介混混，但个性嚣张跋扈，一场车祸让两人相遇，莫非里毫无意外的狠狠在查小刀的身上诈了一笔。亲情淡漠，工作受挫，又遭恶人欺压，查小刀心灰意冷，无意之中得知了有一位名为折耳根（梁超 饰）的神医专治各种疑难杂症，于是便起了向他寻求良方的念头。/                                    /                                　　让查小刀没有想到的是，莫非里居然也是折耳根的病人，常年的失眠困扰着他令他痛不欲生。折耳根告诉两人，他们其实正是彼此的“良药”，为了“治病”，查小刀和莫非里结为搭档共同进退，惹出了无数的麻烦和笑话，与此同时，亦结下了深厚的感情。
夏有乔木 雅望天堂	4.7	赵真奎	吴亦凡/韩庚/卢杉/包贝尔/周元/张瑶	爱情	2016	93	15640	0	年少的夏木（吴亦凡饰）因亲眼目睹母亲自杀而变得自我封闭，直到16岁的舒雅望（卢杉饰）出现，用温暖关怀渐渐融化夏木的心。雅望青梅竹马的恋人唐小天（韩庚 饰）高中毕业后进入军校，不料就在唐小天就读军校期间，曲蔚然（周元饰）出现并摧毁了雅望的生活，也让夏木在绝望之下做出疯狂行径……夏木、雅望、唐小天，他们还能找回曾经的那个天堂吗？
